VMP_NM|DATE_FROM|DATE_TO|VERSION
Benzocaine 10mg / Cetylpyridinium chloride 1.4mg lozenges|2018-11-07|2018-11-07|1
Benzocaine 10mg / Dequalinium chloride 250microgram lozenges|2018-11-07|2018-11-07|1
Benzocaine 1mg/dose oromucosal spray sugar free|2018-11-07|2018-11-07|1
Benzocaine 20% dental gel sugar free|2018-11-07|2018-11-07|1
Benzocaine 5mg / Tyrothricin 1mg lozenges|2018-11-07|2018-11-07|1
Benzoin compound tincture|2018-11-07|2018-11-07|1
Benzoin tincture|2018-11-07|2018-11-07|1
Benzoyl peroxide 10% / Potassium hydroxyquinoline sulfate 0.5% cream|2018-11-07|2018-11-07|1
Benzoyl peroxide 10% gel|2018-11-07|2018-11-07|1
Benzoyl peroxide 10% wash|2018-11-07|2018-11-07|1
Benzoyl peroxide 2.5% gel|2018-11-07|2018-11-07|1
Benzoyl peroxide 3% / Clindamycin 1% gel|2018-11-07|2018-11-07|1
Benzoyl peroxide 4% cream|2018-11-07|2018-11-07|1
Benzoyl peroxide 5% / Clindamycin 1% gel|2018-11-07|2018-11-07|1
Benzoyl peroxide 5% / Potassium hydroxyquinoline sulfate 0.5% cream|2018-11-07|2018-11-07|1
Benzoyl peroxide 5% cream|2018-11-07|2018-11-07|1
Benzoyl peroxide 5% gel|2018-11-07|2018-11-07|1
Benzydamine 0.15% mouthwash sugar free|2018-11-07|2018-11-07|1
Benzydamine 0.15% oromucosal spray sugar free|2018-11-07|2018-11-07|1
Benzydamine 3% cream|2018-11-07|2018-11-07|1
Benzyl benzoate crystals|2018-11-07|2018-11-07|1
Benzylpenicillin 1.2g powder for solution for injection vials|2018-11-07|2018-11-07|1
Benzylpenicillin 600mg powder for solution for injection vials|2018-11-07|2018-11-07|1
Betahistine 16mg tablets|2018-11-07|2018-11-07|1
Betahistine 8mg tablets|2018-11-07|2018-11-07|1
Betaine oral powder|2018-11-07|2018-11-07|1
Betamethasone 0.1% / Neomycin 0.5% ear/eye/nose drops|2018-11-07|2018-11-07|1
Betamethasone 0.1% ear/eye/nose drops|2018-11-07|2018-11-07|1
Betamethasone 0.1% eye ointment|2018-11-07|2018-11-07|1
Betamethasone 0.1% foam|2018-11-07|2018-11-07|1
Betamethasone 4mg/1ml solution for injection ampoules|2018-11-07|2018-11-07|1
Betamethasone 500microgram soluble tablets sugar free|2018-11-07|2018-11-07|1
Betamethasone dipropionate 0.05% / Salicylic acid 2% scalp application|2018-11-07|2018-11-07|1
Betamethasone dipropionate 0.05% / Salicylic acid 3% ointment|2018-11-07|2018-11-07|1
Betamethasone dipropionate 0.05% cream|2018-11-07|2018-11-07|1
Betamethasone dipropionate 0.05% ointment|2018-11-07|2018-11-07|1
Betamethasone dipropionate 0.05% scalp lotion|2018-11-07|2018-11-07|1
Betamethasone dipropionate 0.064% / Clotrimazole 1% cream|2018-11-07|2018-11-07|1
Betamethasone valerate 0.025% cream|2018-11-07|2018-11-07|1
Betamethasone valerate 0.025% ointment|2018-11-07|2018-11-07|1
Betamethasone valerate 0.1% / Clioquinol 3% cream|2018-11-07|2018-11-07|1
Betamethasone valerate 0.1% / Clioquinol 3% ointment|2018-11-07|2018-11-07|1
Betamethasone valerate 0.1% / Fusidic acid 2% cream|2018-11-07|2018-11-07|1
Betamethasone valerate 0.1% / Neomycin 0.5% cream|2018-11-07|2018-11-07|1
Betamethasone valerate 0.1% / Neomycin 0.5% ointment|2018-11-07|2018-11-07|1
Betamethasone valerate 0.1% cream|2018-11-07|2018-11-07|1
Betamethasone valerate 0.1% lotion|2018-11-07|2018-11-07|1
Betamethasone valerate 0.1% ointment|2018-11-07|2018-11-07|1
Betamethasone valerate 0.1% scalp application|2018-11-07|2018-11-07|1
Betamethasone valerate 2.25mg medicated plasters|2018-11-07|2018-11-07|1
Betaxolol 0.25% eye drops|2018-11-07|2018-11-07|1
Betaxolol 0.25% eye drops 0.25ml unit dose preservative free|2018-11-07|2018-11-07|1
Betaxolol 0.5% eye drops|2018-11-07|2018-11-07|1
Bethanechol chloride 10mg tablets|2018-11-07|2018-11-07|1
Bezafibrate 200mg tablets|2018-11-07|2018-11-07|1
Bezafibrate 400mg modified-release tablets|2018-11-07|2018-11-07|1
Bicalutamide 150mg tablets|2018-11-07|2018-11-07|1
Bicalutamide 50mg tablets|2018-11-07|2018-11-07|1
Bifonazole 1% cream|2018-11-07|2018-11-07|1
Bilastine 20mg tablets|2018-11-07|2018-11-07|1
Bimatoprost 100micrograms/ml eye drops|2018-11-07|2018-11-07|1
Bimatoprost 300micrograms/ml / Timolol 5mg/ml eye drops|2018-11-07|2018-11-07|1
Bimatoprost 300micrograms/ml / Timolol 5mg/ml eye drops 0.4ml unit dose preservative free|2018-11-07|2018-11-07|1
Bimatoprost 300micrograms/ml eye drops|2018-11-07|2018-11-07|1
Bimatoprost 300micrograms/ml eye drops 0.4ml unit dose preservative free|2018-11-07|2018-11-07|1
Biotin 5mg tablets|2018-11-07|2018-11-07|1
Bisacodyl 10mg suppositories|2018-11-07|2018-11-07|1
Bisacodyl 5mg gastro-resistant tablets|2018-11-07|2018-11-07|1
Bisacodyl 5mg suppositories|2018-11-07|2018-11-07|1
Bismuth subsalicylate 262.5mg chewable tablets sugar free|2018-11-07|2018-11-07|1
Bisoprolol 1.25mg tablets|2018-11-07|2018-11-07|1
Bisoprolol 10mg / Aspirin 100mg capsules|2018-11-07|2018-11-07|1
Bisoprolol 10mg / Aspirin 75mg capsules|2018-11-07|2018-11-07|1
Bisoprolol 10mg tablets|2018-11-07|2018-11-07|1
Bisoprolol 2.5mg tablets|2018-11-07|2018-11-07|1
Bisoprolol 3.75mg tablets|2018-11-07|2018-11-07|1
Bisoprolol 5mg / Aspirin 100mg capsules|2018-11-07|2018-11-07|1
Bisoprolol 5mg / Aspirin 75mg capsules|2018-11-07|2018-11-07|1
Bisoprolol 5mg tablets|2018-11-07|2018-11-07|1
Bisoprolol 7.5mg tablets|2018-11-07|2018-11-07|1
Bladder infusion kit|2018-11-07|2018-11-07|1
Bladder irrigating syringe 100ml|2018-11-07|2018-11-07|1
Blood glucose and ketone testing strips|2018-11-07|2018-11-07|1
Blood glucose biosensor testing discs|2018-11-07|2018-11-07|1
Blood glucose biosensor testing strips|2018-11-07|2018-11-07|1
Blood glucose colorimetric cassette|2018-11-07|2018-11-07|1
Blood glucose colorimetric testing strips|2018-11-07|2018-11-07|1
Blood glucose colorimetric testing tips|2018-11-07|2018-11-07|1
Blood ketones testing strips|2018-11-07|2018-11-07|1
Boric acid powder|2018-11-07|2018-11-07|1
Breast reliever|2018-11-07|2018-11-07|1
Breast shields|2018-11-07|2018-11-07|1
Brimonidine 0.2% eye drops|2018-11-07|2018-11-07|1
Brimonidine 2mg/ml / Timolol 5mg/ml eye drops|2018-11-07|2018-11-07|1
Brimonidine 3mg/g gel|2018-11-07|2018-11-07|1
Brinzolamide 10mg/ml / Brimonidine 2mg/ml eye drops|2018-11-07|2018-11-07|1
Brinzolamide 10mg/ml / Timolol 5mg/ml eye drops|2018-11-07|2018-11-07|1
Brinzolamide 10mg/ml eye drops|2018-11-07|2018-11-07|1
Brivaracetam 100mg tablets|2018-11-07|2018-11-07|1
Brivaracetam 25mg tablets|2018-11-07|2018-11-07|1
Brivaracetam 50mg tablets|2018-11-07|2018-11-07|1
Brivaracetam 50mg/5ml oral solution sugar free|2018-11-07|2018-11-07|1
Bromfenac 900micrograms/ml eye drops|2018-11-07|2018-11-07|1
Bromocriptine 10mg capsules|2018-11-07|2018-11-07|1
Bromocriptine 1mg tablets|2018-11-07|2018-11-07|1
Bromocriptine 2.5mg tablets|2018-11-07|2018-11-07|1
Bromocriptine 5mg capsules|2018-11-07|2018-11-07|1
Budesonide 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler|2018-11-07|2018-11-07|1
Budesonide 100micrograms/dose dry powder inhaler|2018-11-07|2018-11-07|1
Budesonide 1mg/2ml nebuliser liquid unit dose vials|2018-11-07|2018-11-07|1
Budesonide 200micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler|2018-11-07|2018-11-07|1
Budesonide 200micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free|2018-11-07|2018-11-07|1
Budesonide 200micrograms/dose dry powder inhalation cartridge|2018-11-07|2018-11-07|1
Budesonide 200micrograms/dose dry powder inhalation cartridge with device|2018-11-07|2018-11-07|1
Budesonide 200micrograms/dose dry powder inhaler|2018-11-07|2018-11-07|1
Budesonide 2mg foam enema|2018-11-07|2018-11-07|1
Budesonide 2mg/100ml enema|2018-11-07|2018-11-07|1
Budesonide 3mg gastro-resistant capsules|2018-11-07|2018-11-07|1
Budesonide 3mg gastro-resistant modified-release capsules|2018-11-07|2018-11-07|1
Budesonide 400micrograms/dose / Formoterol 12micrograms/dose dry powder inhaler|2018-11-07|2018-11-07|1
Budesonide 400micrograms/dose dry powder inhaler|2018-11-07|2018-11-07|1
Budesonide 500micrograms/2ml nebuliser liquid unit dose vials|2018-11-07|2018-11-07|1
Budesonide 64micrograms/dose nasal spray|2018-11-07|2018-11-07|1
Budesonide 9mg gastro-resistant granules sachets|2018-11-07|2018-11-07|1
Budesonide 9mg modified-release tablets|2018-11-07|2018-11-07|1
Bumetanide 1mg tablets|2018-11-07|2018-11-07|1
Bumetanide 1mg/5ml oral solution sugar free|2018-11-07|2018-11-07|1
Bumetanide 5mg tablets|2018-11-07|2018-11-07|1
Bunion rings|2018-11-07|2018-11-07|1
Bupivacaine 20mg/4ml (0.5%) / Glucose 320mg/4ml solution for injection ampoules|2018-11-07|2018-11-07|1
Bupivacaine 25mg/10ml (0.25%) solution for injection ampoules|2018-11-07|2018-11-07|1
Bupivacaine 50mg/10ml (0.5%) solution for injection ampoules|2018-11-07|2018-11-07|1
Buprenorphine 10micrograms/hour transdermal patches|2018-11-07|2018-11-07|1
Buprenorphine 15micrograms/hour transdermal patches|2018-11-07|2018-11-07|1
Buprenorphine 16mg / Naloxone 4mg sublingual tablets sugar free|2018-11-07|2018-11-07|1
Buprenorphine 200microgram sublingual tablets sugar free|2018-11-07|2018-11-07|1
Buprenorphine 20micrograms/hour transdermal patches|2018-11-07|2018-11-07|1
Buprenorphine 2mg / Naloxone 500microgram sublingual tablets sugar free|2018-11-07|2018-11-07|1
Buprenorphine 2mg sublingual tablets sugar free|2018-11-07|2018-11-07|1
Buprenorphine 300micrograms/1ml solution for injection ampoules|2018-11-07|2018-11-07|1
Buprenorphine 35micrograms/hour transdermal patches|2018-11-07|2018-11-07|1
Buprenorphine 400microgram sublingual tablets sugar free|2018-11-07|2018-11-07|1
Buprenorphine 52.5micrograms/hour transdermal patches|2018-11-07|2018-11-07|1
Buprenorphine 5micrograms/hour transdermal patches|2018-11-07|2018-11-07|1
Buprenorphine 70micrograms/hour transdermal patches|2018-11-07|2018-11-07|1
Buprenorphine 8mg / Naloxone 2mg sublingual tablets sugar free|2018-11-07|2018-11-07|1
Buprenorphine 8mg sublingual tablets sugar free|2018-11-07|2018-11-07|1
Bupropion 150mg modified-release tablets|2018-11-07|2018-11-07|1
Buserelin 100micrograms/dose nasal spray|2018-11-07|2018-11-07|1
Buserelin 150micrograms/dose nasal spray|2018-11-07|2018-11-07|1
Buserelin 5.5mg/5.5ml solution for injection vials|2018-11-07|2018-11-07|1
Buspirone 10mg tablets|2018-11-07|2018-11-07|1
Buspirone 5mg tablets|2018-11-07|2018-11-07|1
Busulfan 2mg tablets|2018-11-07|2018-11-07|1
Butobarbital 100mg tablets|2018-11-07|2018-11-07|1
Cabergoline 1mg tablets|2018-11-07|2018-11-07|1
Cabergoline 2mg tablets|2018-11-07|2018-11-07|1
Cabergoline 500microgram tablets|2018-11-07|2018-11-07|1
Caffeine citrate 50mg/5ml oral solution|2018-11-07|2018-11-07|1
Calamine lotion|2018-11-07|2018-11-07|1
Calcipotriol 0.005% / Betamethasone dipropionate 0.05% gel|2018-11-07|2018-11-07|1
Calcipotriol 0.005% / Betamethasone dipropionate 0.05% ointment|2018-11-07|2018-11-07|1
Calcipotriol 50micrograms/g / Betamethasone dipropionate 500micrograms/g foam|2018-11-07|2018-11-07|1
Calcipotriol 50micrograms/g ointment|2018-11-07|2018-11-07|1
Calcipotriol 50micrograms/ml scalp solution|2018-11-07|2018-11-07|1
Calcitonin (salmon) 100units/1ml solution for injection ampoules|2018-11-07|2018-11-07|1
Calcitonin (salmon) 50units/1ml solution for injection ampoules|2018-11-07|2018-11-07|1
Calcitriol 250nanogram capsules|2018-11-07|2018-11-07|1
Calcitriol 3micrograms/g ointment|2018-11-07|2018-11-07|1
Calcitriol 500nanogram capsules|2018-11-07|2018-11-07|1
Calcium acetate 1g tablets|2018-11-07|2018-11-07|1
Calcium acetate 435mg / Magnesium carbonate heavy 235mg tablets|2018-11-07|2018-11-07|1
Calcium acetate 475mg tablets|2018-11-07|2018-11-07|1
Calcium acetate 667mg capsules|2018-11-07|2018-11-07|1
Calcium acetate 950mg tablets|2018-11-07|2018-11-07|1
Calcium and Ergocalciferol tablets|2018-11-07|2018-11-07|1
Calcium carbonate 1.25g chewable tablets sugar free|2018-11-07|2018-11-07|1
Calcium carbonate 1.25g effervescent tablets sugar free|2018-11-07|2018-11-07|1
Calcium carbonate 1.5g chewable tablets sugar free|2018-11-07|2018-11-07|1
Calcium carbonate 2.5g chewable tablets sugar free|2018-11-07|2018-11-07|1
Calcium carbonate 250mg dispersible tablets|2018-11-07|2018-11-07|1
Calcium carbonate 400mg / Ergocalciferol 2.5microgram tablets|2018-11-07|2018-11-07|1
Calcium carbonate 500mg chewable tablets|2018-11-07|2018-11-07|1
Calcium carbonate 680mg / Magnesium carbonate heavy 80mg chewable tablets|2018-11-07|2018-11-07|1
Calcium carbonate powder|2018-11-07|2018-11-07|1
Calcium chloride 10% solution for injection 10ml pre-filled syringes|2018-11-07|2018-11-07|1
Calcium chloride 14.7% solution for injection 10ml ampoules|2018-11-07|2018-11-07|1
Calcium folinate 15mg tablets|2018-11-07|2018-11-07|1
Calcium glubionate 1.09g/5ml / Calcium lactobionate 727mg/5ml oral solution|2018-11-07|2018-11-07|1
Calcium gluconate 10% solution for injection 10ml ampoules|2018-11-07|2018-11-07|1
Calcium gluconate 1g effervescent tablets|2018-11-07|2018-11-07|1
Calcium gluconate 544mg/5ml / Calcium lactate 276mg/5ml oral solution|2018-11-07|2018-11-07|1
Calcium lactate 300mg tablets|2018-11-07|2018-11-07|1
Calcium lactate gluconate 2.263g / Calcium carbonate 1.75g effervescent tablets sugar free|2018-11-07|2018-11-07|1
Calcium levofolinate 175mg/17.5ml solution for injection vials|2018-11-07|2018-11-07|1
Calcium polystyrene sulfonate powder sugar free|2018-11-07|2018-11-07|1
Camellia sinensis extract 10% ointment|2018-11-07|2018-11-07|1
Canagliflozin 100mg tablets|2018-11-07|2018-11-07|1
Canagliflozin 300mg tablets|2018-11-07|2018-11-07|1
Canagliflozin 50mg / Metformin 1g tablets|2018-11-07|2018-11-07|1
Canagliflozin 50mg / Metformin 850mg tablets|2018-11-07|2018-11-07|1
Candesartan 16mg tablets|2018-11-07|2018-11-07|1
Candesartan 2mg tablets|2018-11-07|2018-11-07|1
Candesartan 32mg tablets|2018-11-07|2018-11-07|1
Candesartan 4mg tablets|2018-11-07|2018-11-07|1
Candesartan 8mg tablets|2018-11-07|2018-11-07|1
Capecitabine 500mg tablets|2018-11-07|2018-11-07|1
Capillary action absorbent wound dressing 0.5cm x 40cm|2018-11-07|2018-11-07|1
Capillary action absorbent wound dressing 10cm x 10cm|2018-11-07|2018-11-07|1
Capillary action absorbent wound dressing 10cm x 15cm|2018-11-07|2018-11-07|1
Capillary action absorbent wound dressing 15cm x 20cm|2018-11-07|2018-11-07|1
Capillary action absorbent wound dressing 5cm x 7.5cm|2018-11-07|2018-11-07|1
Capsaicin 0.025% cream|2018-11-07|2018-11-07|1
Capsaicin 0.075% cream|2018-11-07|2018-11-07|1
Capsicum tincture|2018-11-07|2018-11-07|1
Captopril 12.5mg tablets|2018-11-07|2018-11-07|1
Captopril 25mg tablets|2018-11-07|2018-11-07|1
Captopril 25mg/5ml oral solution sugar free|2018-11-07|2018-11-07|1
Captopril 50mg tablets|2018-11-07|2018-11-07|1
Captopril 5mg/5ml oral solution sugar free|2018-11-07|2018-11-07|1
Carbamazepine 100mg chewable tablets sugar free|2018-11-07|2018-11-07|1
Carbamazepine 100mg tablets|2018-11-07|2018-11-07|1
Carbamazepine 100mg/5ml oral suspension sugar free|2018-11-07|2018-11-07|1
Carbamazepine 125mg suppositories|2018-11-07|2018-11-07|1
Carbamazepine 200mg chewable tablets sugar free|2018-11-07|2018-11-07|1
Carbamazepine 200mg modified-release tablets|2018-11-07|2018-11-07|1
Carbamazepine 200mg tablets|2018-11-07|2018-11-07|1
Carbamazepine 250mg suppositories|2018-11-07|2018-11-07|1
Carbamazepine 400mg modified-release tablets|2018-11-07|2018-11-07|1
Carbamazepine 400mg tablets|2018-11-07|2018-11-07|1
Carbimazole 20mg tablets|2018-11-07|2018-11-07|1
Carbimazole 5mg tablets|2018-11-07|2018-11-07|1
Carbocisteine 125mg/5ml oral solution|2018-11-07|2018-11-07|1
Carbocisteine 250mg/5ml oral solution|2018-11-07|2018-11-07|1
Carbocisteine 375mg capsules|2018-11-07|2018-11-07|1
Carbocisteine 750mg/10ml oral solution 10ml sachets sugar free|2018-11-07|2018-11-07|1
Carbomer '980' 0.2% eye drops|2018-11-07|2018-11-07|1
Carbomer '980' 0.2% eye drops 0.6ml unit dose preservative free|2018-11-07|2018-11-07|1
Carbomer 0.35% eye gel|2018-11-07|2018-11-07|1
Carbomer 0.36% eye gel preservative free|2018-11-07|2018-11-07|1
Carbomer 974P 0.25% eye gel|2018-11-07|2018-11-07|1
Carboprost 250micrograms/1ml solution for injection ampoules|2018-11-07|2018-11-07|1
Carmellose 0.5% eye drops|2018-11-07|2018-11-07|1
Carmellose 0.5% eye drops 0.4ml unit dose preservative free|2018-11-07|2018-11-07|1
Carmellose 0.5% eye drops preservative free|2018-11-07|2018-11-07|1
Carmellose 1% eye drops|2018-11-07|2018-11-07|1
Carmellose 1% eye drops 0.4ml unit dose preservative free|2018-11-07|2018-11-07|1
Carmellose 1% eye drops preservative free|2018-11-07|2018-11-07|1
Carmellose gelatin paste|2018-11-07|2018-11-07|1
Carob seed flour powder|2018-11-07|2018-11-07|1
Carteolol 1% eye drops|2018-11-07|2018-11-07|1
Carteolol 2% eye drops|2018-11-07|2018-11-07|1
Carvedilol 12.5mg tablets|2018-11-07|2018-11-07|1
Carvedilol 25mg tablets|2018-11-07|2018-11-07|1
Carvedilol 3.125mg tablets|2018-11-07|2018-11-07|1
Carvedilol 6.25mg tablets|2018-11-07|2018-11-07|1
Catheter disposable collection bag|2018-11-07|2018-11-07|1
Catheter retaining straps|2018-11-07|2018-11-07|1
Catheter securement devices|2018-11-07|2018-11-07|1
Catheter valves|2018-11-07|2018-11-07|1
Catheterisation packs|2018-11-07|2018-11-07|1
Cavity dressing 1cm x 45cm|2018-11-07|2018-11-07|1
Cavity dressing 2cm x 45cm|2018-11-07|2018-11-07|1
Cavity dressing 2g|2018-11-07|2018-11-07|1
Cefaclor 125mg/5ml oral suspension|2018-11-07|2018-11-07|1
Cefaclor 125mg/5ml oral suspension sugar free|2018-11-07|2018-11-07|1
Cefaclor 250mg capsules|2018-11-07|2018-11-07|1
Cefaclor 250mg/5ml oral suspension|2018-11-07|2018-11-07|1
Cefaclor 250mg/5ml oral suspension sugar free|2018-11-07|2018-11-07|1
Cefaclor 375mg modified-release tablets|2018-11-07|2018-11-07|1
Cefaclor 500mg capsules|2018-11-07|2018-11-07|1
Cefadroxil 500mg capsules|2018-11-07|2018-11-07|1
Cefalexin 125mg/5ml oral suspension|2018-11-07|2018-11-07|1
Cefalexin 250mg capsules|2018-11-07|2018-11-07|1
Cefalexin 250mg tablets|2018-11-07|2018-11-07|1
Cefalexin 250mg/5ml oral suspension|2018-11-07|2018-11-07|1
Cefalexin 500mg capsules|2018-11-07|2018-11-07|1
Cefalexin 500mg tablets|2018-11-07|2018-11-07|1
Cefalexin 500mg/5ml oral suspension|2018-11-07|2018-11-07|1
Cefixime 200mg tablets|2018-11-07|2018-11-07|1
Cefpodoxime 100mg tablets|2018-11-07|2018-11-07|1
Cefpodoxime 40mg/5ml oral suspension|2018-11-07|2018-11-07|1
Cefradine 250mg capsules|2018-11-07|2018-11-07|1
Cefradine 500mg capsules|2018-11-07|2018-11-07|1
Ceftazidime 1g powder for solution for injection vials|2018-11-07|2018-11-07|1
Ceftazidime 2g powder for solution for injection vials|2018-11-07|2018-11-07|1
Ceftazidime 500mg powder for solution for injection vials|2018-11-07|2018-11-07|1
Ceftriaxone 1g powder for solution for injection vials|2018-11-07|2018-11-07|1
Ceftriaxone 250mg powder for solution for injection vials|2018-11-07|2018-11-07|1
Ceftriaxone 2g powder for solution for injection vials|2018-11-07|2018-11-07|1
Cefuroxime 1.5g powder for injection vials|2018-11-07|2018-11-07|1
Cefuroxime 125mg tablets|2018-11-07|2018-11-07|1
Cefuroxime 125mg/5ml oral suspension|2018-11-07|2018-11-07|1
Cefuroxime 250mg powder for injection vials|2018-11-07|2018-11-07|1
Cefuroxime 250mg tablets|2018-11-07|2018-11-07|1
Celecoxib 100mg capsules|2018-11-07|2018-11-07|1
Celecoxib 200mg capsules|2018-11-07|2018-11-07|1
Celiprolol 200mg tablets|2018-11-07|2018-11-07|1
Celiprolol 400mg tablets|2018-11-07|2018-11-07|1
Cellulose wadding BP 1988|2018-11-07|2018-11-07|1
Cervical collar soft foam|2018-11-07|2018-11-07|1
Cetirizine 10mg capsules|2018-11-07|2018-11-07|1
Cetirizine 10mg tablets|2018-11-07|2018-11-07|1
Cetirizine 1mg/ml oral solution sugar free|2018-11-07|2018-11-07|1
Cetomacrogol cream (Formula A)|2018-11-07|2018-11-07|1
Cetrimide 0.2% / Benzalkonium chloride 0.01% cream|2018-11-07|2018-11-07|1
Cetrimide 0.5% cream|2018-11-07|2018-11-07|1
Cetrimide 0.5% liquid|2018-11-07|2018-11-07|1
