AMP_NM;BNF_CODE;PRESENTATION;STRENGTH
;0205051W0AAAAAA;Tablet;10mg
;0205051W0AAABAB;Tablet;5mg
;0205051W0AAACAC;Tablet;20mg
;0205051Y0AAAAAA;Tablet;2.5mg
;0205051Y0AAABAB;Tablet;5mg
;0205051Y0AAACAC;Tablet;10mg
;0205051Z0AAAAAA;Tablet;5mg /  1.25mg
;0205052A0AAAAAA;Tablet;150mg /  12.5mg
;0205052A0AAABAB;Tablet;300mg /  12.5mg
;0205052A0AAACAC;Tablet;300mg /  25mg
;0205052ADAAAAAA;Tablet;20mg
;0205052ADAAABAB;Tablet;40mg
;0205052ADAAACAC;Tablet;80mg
;0205052AEAAAAAA;Tablet;49mg /  51mg
;0205052AEAAABAB;Tablet;97mg /  103mg
;0205052AEAAACAC;Tablet;24mg /  26mg
;0205052B0AAAAAA;Tablet;10mg
;0205052B0AAABAB;Tablet;20mg
;0205052B0AAACAC;Tablet;40mg
;0205052C0AAAAAA;Tablet;2mg
;0205052C0AAABAB;Tablet;4mg
;0205052C0AAACAC;Tablet;8mg
;0205052C0AAADAD;Tablet;16mg
;0205052C0AAAHAH;Tablet;32mg
;0205052I0AAAAAA;Tablet;75mg
;0205052I0AAABAB;Tablet;150mg
;0205052I0AAACAC;Tablet;300mg
;0205052N0AAAAAA;Tablet;25mg
;0205052N0AAABAB;Tablet;50mg
;0205052N0AAADAD;Tablet;100mg
;0205052N0AAAHAH;Tablet;12.5mg
;0205052N0AAAIAI;Oral suspension;2.5mg/ml
;0205052P0AAAAAA;Tablet;50mg /  12.5mg
;0205052P0AAABAB;Tablet;100mg /  25mg
;0205052P0AAACAC;Tablet;100mg /  12.5mg
;0205052Q0AAAAAA;Tablet;40mg
;0205052Q0AAABAB;Tablet;80mg
;0205052Q0AAACAC;Tablet;20mg
;0205052R0AAAAAA;Tablet;40mg /  12.5mg
;0205052R0AAABAB;Tablet;80mg /  12.5mg
;0205052R0AAACAC;Tablet;80mg /  25mg
;0205052V0AAAAAA;Capsule;40mg
;0205052V0AAABAB;Capsule;80mg
;0205052V0AAACAC;Capsule;160mg
;0205052V0AAADAD;Tablet;40mg
;0205052V0AAAFAF;Tablet;320mg
;0205052V0AAAHAH;Tablet;160mg
;0205052V0AAAIAI;Tablet;80mg
;0205052W0AAAAAA;Tablet;300mg
;0205052W0AAABAB;Tablet;400mg
;0205052W0AAACAC;Tablet;600mg
;0205052X0AAAAAA;Tablet;160mg /  12.5mg
;0205052X0AAABAB;Tablet;160mg /  25mg
;0205052X0AAACAC;Tablet;80mg /  12.5mg
;0205052Y0AAAAAA;Tablet;20mg /  12.5mg
;0205052Y0AAABAB;Tablet;20mg /  25mg
;0205052Y0AAACAC;Tablet;40mg /  12.5mg
;0205053A0AAAAAA;Tablet;150mg
;0205053A0AAABAB;Tablet;300mg
;0206010F0AAA5A5;Sublingual tablet;300microgram
;0206010F0AAAFAF;Ointment;2%
;0206010F0AAAFAF;Ointment;2.00%
;0206010F0AAAHAH;Sublingual tablet;500microgram
;0206010F0AACGCG;Sublingual spray;400microgram/dose
;0206010F0AACICI;Sublingual spray;400microgram/dose
;0206010I0AAADAD;Tablet;10mg
;0206010I0AAAEAE;Tablet;20mg
;0206010I0AAAIAI;Modified-release tablet;20mg
;0206010I0AAAJAJ;Modified-release tablet;40mg
;0206010K0AAABAB;Tablet;10mg
;0206010K0AAACAC;Tablet;20mg
;0206010K0AAADAD;Tablet;40mg
;0206010K0AAAEAE;Modified-release tablet;60mg
;0206010K0AAAFAF;Modified-release capsule;50mg
;0206010K0AAAGAG;Modified-release tablet;40mg
;0206010K0AAAHAH;Modified-release capsule;25mg
;0206010K0AAAPAP;Modified-release capsule;40mg
;0206010K0AAAQAQ;Modified-release capsule;60mg
;0206010K0AAATAT;Modified-release tablet;25mg
;0206010K0AAAUAU;Modified-release tablet;50mg
;0206020A0AAAAAA;Tablet;5mg
;0206020A0AAABAB;Tablet;10mg
;0206020A0AAALAL;Oral solution;5mg/5ml
;0206020A0AAATAT;Oral solution;10mg/5ml
;0206020C0AAAAAA;Modified-release tablet;60mg
;0206020C0AAACAC;Modified-release tablet;90mg
;0206020C0AAAEAE;Modified-release capsule;300mg
;0206020C0AAAJAJ;Modified-release capsule;60mg
;0206020C0AAASAS;Modified-release tablet;120mg
;0206020C0AAATAT;Modified-release capsule;90mg
;0206020C0AAAWAW;Modified-release capsule;240mg
;0206020C0AAAXAX;Modified-release capsule;200mg
;0206020C0AABABA;Modified-release capsule;360mg
;0206020F0AAABAB;Modified-release tablet;5mg
;0206020F0AAACAC;Modified-release tablet;10mg
;0206020F0AAADAD;Modified-release tablet;2.5mg
;0206020I0AAAAAA;Tablet;2.5mg
;0206020K0AAAAAA;Tablet;2mg
;0206020K0AAABAB;Tablet;4mg
;0206020L0AAAAAA;Tablet;10mg
;0206020L0AAABAB;Tablet;20mg
;0206020Q0AAAAAA;Capsule;20mg
;0206020Q0AAABAB;Capsule;30mg
;0206020Q0AAACAC;Modified-release capsule;30mg
;0206020Q0AAADAD;Modified-release capsule;45mg
;0206020R0AAAAAA;Capsule;5mg
;0206020R0AAABAB;Capsule;10mg
;0206020R0AAAEAE;Modified-release tablet;10mg
;0206020R0AAAHAH;Modified-release capsule;20mg
;0206020R0AAAMAM;Modified-release capsule;10mg
;0206020R0AAANAN;Modified-release tablet;30mg
;0206020R0AAAPAP;Modified-release tablet;60mg
;0206020R0AAAXAX;Modified-release tablet;40mg
;0206020R0AABEBE;Modified-release capsule;30mg
;0206020R0AABFBF;Modified-release capsule;60mg
;0206020T0AAACAC;Tablet;40mg
;0206020T0AAADAD;Tablet;80mg
;0206020T0AAAFAF;Tablet;120mg
;0206020T0AAAGAG;Tablet;160mg
;0206020T0AAAHAH;Modified-release tablet;240mg
;0206020T0AAAIAI;Modified-release capsule;120mg
;0206020T0AAAJAJ;Modified-release capsule;180mg
;0206020T0AAAKAK;Modified-release capsule;240mg
;0206020T0AAAUAU;Modified-release tablet;120mg
;0206020T0AAAVAV;Oral solution;40mg/5ml
;0206020Z0AAAAAA;Tablet;5mg /  80mg
;0206020Z0AAABAB;Tablet;5mg /  160mg
;0206020Z0AAACAC;Tablet;10mg /  160mg
;0206030Y0AAAAAA;Tablet;5mg
;0206030Y0AAABAB;Tablet;7.5mg
;0206030Z0AAAAAA;Modified-release tablet;375mg
;0206030Z0AAABAB;Modified-release tablet;500mg
;0206030Z0AAACAC;Modified-release tablet;750mg
;0206040AEAAAAAA;Capsule;100mg
;0206040AFAAAAAA;Tablet;500mg
;0206040AFAAABAB;Tablet;750mg
;0206040AGAAACAC;Modified-release tablet;400mg
;0206040AHAAAAAA;Capsule;250mg
;0206040AIAAACAC;Tablet;40mg
;0206040X0AAAAAA;Tablet;100mg
;0206040X0AAABAB;Tablet;50mg
;0207020Y0AAAEAE;Tablet;2.5mg
;0207020Y0AAAFAF;Tablet;5mg
;0207020Z0AAACAC;Solution for injection;30mg/10ml
;0208010D0AAAAAA;Solution for injection;20mg/0.2ml
;0208010D0AAABAB;Solution for injection;40mg/0.4ml
;0208010D0AAACAC;Solution for injection;60mg/0.6ml
;0208010D0AAADAD;Solution for injection;80mg/0.8ml
;0208010D0AAAEAE;Solution for injection;100mg/1ml
;0208010D0AAAFAF;Solution for injection;120mg/0.8ml
;0208010D0AAAGAG;Solution for injection;150mg/1ml
;0208010L0AAAAAA;Solution for injection;2500unit/0.2ml
;0208010L0AAABAB;Solution for injection;5000unit/0.2ml
;0208010L0AAAGAG;Solution for injection;12500unit/0.5ml
;0208010L0AAAHAH;Solution for injection;15000unit/0.6ml
;0208010P0AAABAB;patency solution;200unit/2ml
;0208010P0AAADAD;patency solution;50unit/5ml
;0208010W0AAAIAI;Solution for injection;14000unit/0.7ml
;0208010W0AAAKAK;Solution for injection;10000unit/0.5ml
;0208010W0AAALAL;Solution for injection;3500unit/0.35ml
;0208010W0AAAMAM;Solution for injection;4500unit/0.45ml
;0208010W0AAANAN;Solution for injection;20000unit/2ml
;0208010W0AAAQAQ;Solution for injection;2500unit/0.25ml
;0208010W0AAASAS;Solution for injection;12000unit/0.6ml
;0208010W0AAATAT;Solution for injection;8000unit/0.4ml
;0208020AAAAAAAA;Tablet;15mg
;0208020AAAAABAB;Tablet;30mg
;0208020AAAAACAC;Tablet;60mg
;0208020H0AAAAAA;Tablet;1mg
;0208020N0AAAAAA;Tablet;10mg
;0208020N0AAABAB;Tablet;25mg
;0208020V0AAAAAA;Tablet;1mg
;0208020V0AAABAB;Tablet;3mg
;0208020V0AAADAD;Tablet;5mg
;0208020V0AAASAS;Tablet;500microgram
;0208020V0AABBBB;Oral suspension;1mg/ml
;0208020X0AAAAAA;Capsule;75mg
;0208020X0AAABAB;Capsule;110mg
;0208020X0AAACAC;Capsule;150mg
;0208020Y0AAAAAA;Tablet;10mg
;0208020Y0AAABAB;Tablet;15mg
;0208020Y0AAACAC;Tablet;20mg
;0208020Y0AAADAD;Tablet;2.5mg
;0208020Z0AAAAAA;Tablet;2.5mg
;0208020Z0AAABAB;Tablet;5mg
;0209000A0AAABAB;Dispersible tablet;75mg
;0209000A0AAAJAJ;Tablet;75mg
;0209000A0AAAKAK;Gastro-resistant tablet;75mg
;0209000C0AAAAAA;Tablet;75mg
;0209000C0AAAEAE;Tablet;300mg
;0209000L0AAABAB;Tablet;25mg
;0209000L0AAACAC;Tablet;100mg
;0209000L0AAAKAK;Oral suspension;50mg/5ml
;0209000L0AAAMAM;Modified-release capsule;200mg
;0209000L0AAAYAY;Oral suspension;200mg/5ml
;0209000L0BBAFAM;Modified-release capsule;200mg
;0209000V0AAAAAA;Modified-release capsule;200mg modified-release /  25mg
;0209000Y0AAAAAA;Tablet;5mg
;0209000Y0AAABAB;Tablet;10mg
;0209000Z0AAAAAA;Tablet;90mg
;0209000Z0AAABAB;Tablet;60mg
;0211000P0AAACAC;Tablet;500mg
;021200010AAAAAA;Tablet;100mg
;0212000A0AAAAAA;Capsule;250mg
;0212000AAAAAAAA;Tablet;10mg
;0212000AAAAABAB;Tablet;20mg
;0212000AAAAACAC;Tablet;40mg
;0212000AAAAADAD;Tablet;5mg
;0212000ABAAAAAA;Capsule;460mg /  380mg
;0212000ACAAAAAA;Tablet;20mg /  10mg
;0212000ACAAABAB;Tablet;40mg /  10mg
;0212000ACAAACAC;Tablet;80mg /  10mg
;0212000ADAAAAAA;Tablet;625mg
;0212000AJAAAAAA;Tablet;145mg /  20mg
;0212000AJAAABAB;Tablet;145mg /  40mg
;0212000B0AAAAAA;Tablet;10mg
;0212000B0AAABAB;Tablet;20mg
;0212000B0AAACAC;Tablet;40mg
;0212000B0AAADAD;Tablet;80mg
;0212000B0AAALAL;Chewable tablet;10mg
;0212000B0AAAMAM;Chewable tablet;20mg
;0212000B0AAANAN;Tablet;30mg
;0212000B0AAAPAP;Tablet;60mg
;0212000D0AAAAAA;Tablet;200mg
;0212000D0AAABAB;Modified-release tablet;400mg
;0212000F0AAABAB;Powder;4g
;0212000F0AAAEAE;Powder;4g
;0212000L0AAAAAA;Tablet;10mg
;0212000M0AAAAAA;Capsule;20mg
;0212000M0AAABAB;Capsule;40mg
;0212000M0AAADAD;Modified-release tablet;80mg
;0212000P0AAABAB;Capsule;200mg
;0212000P0AAACAC;Capsule;67mg
;0212000P0AAADAD;Capsule;267mg
;0212000P0AAAEAE;Tablet;160mg
;0212000Q0AAAAAA;Capsule;300mg
;0212000Q0AAABAB;Tablet;600mg
;0212000X0AAAAAA;Tablet;10mg
;0212000X0AAABAB;Tablet;20mg
;0212000X0AAADAD;Tablet;40mg
;0212000Y0AAAAAA;Tablet;10mg
;0212000Y0AAABAB;Tablet;20mg
;0212000Y0AAADAD;Tablet;40mg
;0212000Y0AAAHAH;Tablet;80mg
;0212000Y0AAAKAK;Oral suspension;20mg/5ml
;0212000Y0AAALAL;Oral suspension;40mg/5ml
;0301011B0AAAAAA;Tablet;10mg
;0301011B0AAABAB;Tablet;20mg
;0301011E0AAAAAA;Inhalation powder;12microgram
;0301011E0AAABAB;Inhalation powder;6microgram/dose
;0301011E0AAACAC;Inhalation powder;12microgram/dose
;0301011E0AAADAD;Pressurised inhalation;12microgram/dose
;0301011R0AAAPAP;Pressurised inhalation;100microgram/dose
;0301011R0AAAQAQ;Inhalation powder;200microgram/dose
;0301011R0AAAXAX;Nebuliser liquid;2.5mg/2.5ml
;0301011R0AAAZAZ;Tablet;2mg
;0301011R0AABABA;Tablet;4mg
;0301011R0AABBBB;Nebuliser liquid;5mg/ml
;0301011R0AABDBD;Nebuliser liquid;5mg/2.5ml
;0301011R0AABGBG;Oral solution;2mg/5ml
;0301011R0AABUBU;Pressurised inhalation;100microgram/dose
;0301011R0AABZBZ;Inhalation powder;100microgram/dose
;0301011U0AAAEAE;Inhalation powder;50microgram/dose
;0301011U0AAAHAH;Pressurised inhalation;25microgram/dose
;0301011V0AAADAD;Nebuliser liquid;5mg/2ml
;0301011V0AAAHAH;Tablet;5mg
;0301011V0AAALAL;Inhalation powder;500microgram/dose
;0301011X0AAAAAA;Inhalation powder;150microgram
;0301011X0AAABAB;Inhalation powder;300microgram
;0301011Z0AAAAAA;Pressurised inhalation;2.5microgram/dose
;0301012F0AAAAAA;Tablet;15mg
;0301012F0AAABAB;Tablet;30mg
;0301020I0AAACAC;Nebuliser liquid;500microgram/2ml
;0301020I0AAAFAF;Nebuliser liquid;250microgram/1ml
;0301020I0AAANAN;Pressurised inhalation;20microgram/dose
;0301020Q0AAAAAA;Inhalation powder;18microgram
;0301020Q0AAACAC;Pressurised inhalation;2.5microgram/dose
;0301020Q0AAADAD;Inhalation powder;10microgram
;0301020R0AAAAAA;Inhalation powder;375microgram/dose
;0301020S0AAAAAA;Inhalation powder;55microgram
;0301020T0AAAAAA;Inhalation powder;65microgram/dose
;0301030B0AAABAB;Solution for injection;250mg/10ml
;0301030C0AAACAC;Modified-release tablet;350mg
;0301030C0AAAEAE;Modified-release tablet;225mg
;0301030S0AAABAB;Modified-release capsule;60mg
;0301030S0AAACAC;Modified-release capsule;125mg
;0301030S0AAADAD;Modified-release capsule;250mg
;0301030S0AAALAL;Modified-release tablet;175mg
;0301030S0AAAMAM;Modified-release tablet;200mg
;0301030S0AAANAN;Modified-release tablet;250mg
;0301030S0AAAPAP;Modified-release tablet;300mg
;0301030S0AAARAR;Modified-release tablet;400mg
;0301040R0AAABAB;Nebuliser liquid;2.5mg/2.5ml /  500microgram/2.5ml
;0301040R0AAACAC;Nebuliser liquid;2.5mg/2.5ml /  500microgram/2.5ml
;0301040V0AAAAAA;Inhalation powder;396microgram/dose /  11.8microgram/dose
;0301040W0AAAAAA;Inhalation powder;65microgram/dose /  22microgram/dose
;0301040X0AAAAAA;Pressurised inhalation;2.5microgram/dose /  2.5microgram/dose
;0301040Y0AAAAAA;Inhalation powder;85microgram/dose /  54microgram/dose
;0302000C0AABEBE;Pressurised inhalation;50microgram/dose
;0302000C0AABFBF;Pressurised inhalation;100microgram/dose
;0302000C0AABGBG;Pressurised inhalation;50microgram/dose
;0302000C0AABHBH;Pressurised inhalation;100microgram/dose
;0302000C0AABXBX;Pressurised inhalation;100microgram/dose /  6microgram/dose
;0302000C0AABYBY;Inhalation powder;100microgram/dose /  6microgram/dose
;0302000C0AABZBZ;Pressurised inhalation;200microgram/dose /  6microgram/dose
;0302000C0AACACA;Inhalation powder;200microgram/dose /  6microgram/dose
;0302000K0AAAGAG;Inhalation powder;200microgram/dose
;0302000K0AAAHAH;Inhalation powder;400microgram/dose
;0302000K0AAAIAI;Nebuliser liquid;1mg/2ml
;0302000K0AAAJAJ;Nebuliser liquid;500microgram/2ml
;0302000K0AAAKAK;Inhalation powder;100microgram/dose
;0302000K0AAALAL;Inhalation powder;100microgram/dose /  6microgram/dose
;0302000K0AAAMAM;Inhalation powder;200microgram/dose /  6microgram/dose
;0302000K0AAAUAU;Inhalation powder;400microgram/dose /  12microgram/dose
;0302000K0AABBBB;Pressurised inhalation;200microgram/dose /  6microgram/dose
;0302000N0AAARAR;Inhalation powder;50microgram/dose
;0302000N0AAASAS;Inhalation powder;100microgram/dose
;0302000N0AAATAT;Inhalation powder;250microgram/dose
;0302000N0AAAUAU;Inhalation powder;500microgram/dose
;0302000N0AAAXAX;Inhalation powder;100microgram/dose /  50microgram/dose
;0302000N0AAAYAY;Inhalation powder;250microgram/dose /  50microgram/dose
;0302000N0AAAZAZ;Inhalation powder;500microgram/dose /  50microgram/dose
;0302000N0AABABA;Pressurised inhalation;125microgram/dose
;0302000N0AABCBC;Pressurised inhalation;250microgram/dose
;0302000N0AABEBE;Pressurised inhalation;50microgram/dose /  25microgram/dose
;0302000N0AABFBF;Pressurised inhalation;125microgram/dose /  25microgram/dose
;0302000N0AABGBG;Pressurised inhalation;250microgram/dose /  25microgram/dose
;0302000N0AABHBH;Pressurised inhalation;50microgram/dose
;0302000N0AABJBJ;Pressurised inhalation;125microgram/dose /  5microgram/dose
;0302000N0AABKBK;Pressurised inhalation;250microgram/dose /  10microgram/dose
;0302000N0AABLBL;Pressurised inhalation;50microgram/dose /  5microgram/dose
;0302000R0AAAAAA;Inhalation powder;200microgram/dose
;0302000R0AAACAC;Inhalation powder;400microgram/dose
;0302000U0AAAAAA;Pressurised inhalation;80microgram/dose
;0302000U0AAABAB;Pressurised inhalation;160microgram/dose
;0302000V0AAAAAA;Inhalation powder;184microgram/dose /  22microgram/dose
;0302000V0AAABAB;Inhalation powder;92microgram/dose /  22microgram/dose
;0303020G0AAAAAA;Chewable tablet;5mg
;0303020G0AAABAB;Tablet;10mg
;0303020G0AAACAC;Chewable tablet;4mg
;0303020G0AAADAD;Granules;4mg
;0303020Z0AAAAAA;Tablet;20mg
;0303030B0AAAAAA;Tablet;500microgram
;0304010A0AAAAAA;Capsule;8mg
;0304010AAAAAAAA;Modified-release tablet;10mg
;0304010ABAAAAAA;Tablet;5mg
;0304010ABAAADAD;Oral solution;2.5mg/5ml
;0304010ACAAAAAA;Tablet;5mg
;0304010ACAAABAB;Oral solution;500microgram/ml
;0304010AEAAAAAA;Tablet;10mg
;0304010AGAAABAB;Oral solution;1mg/5ml
;0304010D0AAAAAA;Tablet;10mg
;0304010D0AAABAB;Oral solution;5mg/5ml
;0304010E0AAAAAA;Tablet;120mg
;0304010E0AAABAB;Tablet;180mg
;0304010E0AAACAC;Tablet;30mg
;0304010G0AAAAAA;Solution for injection;10mg/1ml
;0304010G0AAABAB;Oral solution;2mg/5ml
;0304010G0AAACAC;Tablet;4mg
;0304010G0AAAPAP;Oral solution;2mg/5ml
;0304010H0AAABAB;Tablet;1mg
;0304010I0AAAAAA;Tablet;10mg
;0304010I0AAABAB;Oral solution;1mg/ml
;0304010I0AAADAD;Capsule;10mg
;0304010J0AAABAB;Tablet;10mg
;0304010J0AAACAC;Tablet;25mg
;0304010K0AAABAB;Tablet;4mg
;0304010N0AAAGAG;Tablet;25mg
;0304010N0AAAPAP;Tablet;50mg
;0304010W0AAADAD;Tablet;10mg
;0304010W0AAALAL;Tablet;25mg
;0304010W0AAAPAP;Oral solution;5mg/5ml
;0304010Y0AAABAB;Oral solution;7.5mg/5ml
;0304010Y0AAACAC;Oral solution;30mg/5ml
;0304010Y0AAADAD;Tablet;10mg
;0304030C0AAA3A3;Solution for injection;300microgram/0.3ml (1 in 1000)
;0304030C0AAABAB;Solution for injection;1mg/1ml (1 in 1000)
;0304030C0AAAFAF;Solution for injection;500microgram/0.5ml (1 in 1000)
;0307000C0AAAKAK;Capsule;600mg
;0307000C0AAAQAQ;Powder;200mg
;0307000J0AAAAAA;Capsule;375mg
;0307000J0AAACAC;Oral solution;250mg/5ml
;0307000J0AAAGAG;Oral solution;750mg/
;0307000K0AAAAAA;Nebuliser liquid;2.5mg/2.5ml
;0307000Q0AAAAAA;Capsule;300mg
;0308000B0AAAAAA;Liquid;
;0308000B0AAABAB;Liquid;
;0308000M0AAAAAA;Inhalation vapour;
;0309010C0AAAAAA;Oral solution;15mg/5ml
;0309010C0AAADAD;Oral solution;15mg/5ml
;0309010X0AAABAB;Oral solution;5mg/5ml
;0309010X0AAALAL;Oral solution;5mg/5ml
;0309010X0AAAQAQ;Oral solution;10mg/5ml
;0309010X0AAARAR;Oral solution;2mg/5ml
;0309020D0AAAAAA;Oral solution;
;0309020D0AAABAB;Oral solution;
;0309020D0AAADAD;Oral solution;
;0309020D0AAAFAF;Oral solution;
;0309020I0AAAEAE;LIQUID;
;0310000N0AAACAC;Tablet;60mg
;0310000N0AAAFAF;Oral solution;30mg/5ml
;0310000N0AAALAL;Oral solution;30mg/5ml /  2mg/5ml
;0401010ACAAAAAA;Oral solution;500mg/ml
;0401010ADAAAAAA;Modified-release tablet;2mg
;0401010B0AAAFAF;Oral solution;143.3mg/5ml
;0401010C0AAAAAA;Tablet;707mg
;0401010F0AAAAAA;Capsule;192mg
;0401010N0AAAAAA;Tablet;1mg
;0401010P0AAABAB;Tablet;500microgram
;0401010P0AAACAC;Tablet;1mg
;0401010R0AAAAAA;Oral suspension;2.5mg/5ml
;0401010R0AAACAC;Tablet;5mg
;0401010T0AAAEAE;Oral solution;10mg/5ml
;0401010T0AAAMAM;Tablet;10mg
;0401010T0AAANAN;Tablet;20mg
;0401010Y0AAAAAA;Tablet;5mg
;0401010Y0AAABAB;Tablet;10mg
;0401010Z0AAAAAA;Tablet;7.5mg
;0401010Z0AAACAC;Tablet;3.75mg
;0401020B0AAAAAA;Tablet;5mg
;0401020B0AAABAB;Tablet;10mg
;0401020E0AAABAB;Tablet;10mg
;0401020E0AAADAD;Capsule;5mg
;0401020E0AAAEAE;Capsule;10mg
;0401020K0AAACAC;Solution for injection;10mg/2ml
;0401020K0AAADAD;Enema;5mg/2.5ml
;0401020K0AAAEAE;Enema;10mg/2.5ml
;0401020K0AAAHAH;Tablet;2mg
;0401020K0AAAIAI;Tablet;5mg
;0401020K0AAAJAJ;Tablet;10mg
;0401020K0AAAWAW;Oral solution;2mg/5ml
;0401020K0AACICI;Oral suspension;2mg/5ml
;0401020P0AAABAB;Tablet;1mg
;0401020P0AAACAC;Tablet;2.5mg
;0401020R0AAABAB;Tablet;400mg
;0401020T0AAABAB;Tablet;10mg
;0401020T0AAACAC;Tablet;15mg
;0401030E0AAAAAA;Capsule;60mg
;040201010AAAAAA;Solution for injection;50mg/1ml
;040201030AAAAAA;Tablet;1mg
;040201030AAABAB;Tablet;2mg
;040201030AAACAC;Tablet;3mg
;040201030AAADAD;Tablet;4mg
;040201030AAAEAE;Oral solution;1mg/ml
;040201030AAAFAF;Tablet;6mg
;040201030AAAKAK;Tablet;500microgram
;040201030AAALAL;ORODISPERSIBLE TABLET;1MG
;040201030AAALAL;orodispersible tablets;1mg
;040201030AAAMAM;ORODISPERSIBLE TABLET;2MG
;040201030AAAMAM;orodispersible tablets;2mg
;040201030AAANAN;ORODISPERSIBLE TABLET;500MICROGRAM
;040201030AAANAN;orodispersible tablets;500microgram
;040201030AAAPAP;ORODISPERSIBLE TABLET;3MG
;040201030AAAPAP;orodispersible tablets;3mg
;040201030AAAQAQ;ORODISPERSIBLE TABLET;4MG
;040201030AAAQAQ;orodispersible tablets;4mg
;040201060AAAAAA;Tablet;5mg
;040201060AAABAB;Tablet;7.5mg
;040201060AAACAC;Tablet;10mg
;040201060AAADAD;Tablet;2.5mg
;040201060AAAEAE;Oral lyophilisate;5mg
;040201060AAAFAF;Oral lyophilisate;10mg
;040201060AAAKAK;Oral lyophilisate;15mg
;040201060AAALAL;Tablet;15mg
;040201060AAAPAP;Oral lyophilisate;20mg
;040201060AAAQAQ;Tablet;20mg
;040201060AAASAS;TABLET;5MG
;040201060AAASAS;orodispersible tablets;5mg
;040201060AAATAT;TABLET;10MG
;040201060AAATAT;orodispersible tablets;10mg
;040201060AAAUAU;TABLET;15MG
;040201060AAAUAU;orodispersible tablets;15mg
;040201060AAAVAV;TABLET;20MG
;040201060AAAVAV;orodispersible tablets;20mg
;040201060AAAWAW;TABLET;5MG
;040201060AAAWAW;orodispersible tablets;5mg
;040201060AAAXAX;TABLET;10MG
;040201060AAAXAX;orodispersible tablets;10mg
;040201060AAAYAY;TABLET;15MG
;040201060AAAYAY;orodispersible tablets;15mg
;040201060AAAZAZ;TABLET;20MG
;040201060AAAZAZ;orodispersible tablets;20mg
;0402010A0AAAAAA;Tablet;200mg
;0402010A0AAABAB;Tablet;50mg
;0402010A0AAAEAE;Tablet;400mg
;0402010A0AAAGAG;Tablet;100mg
;0402010A0AAAHAH;Oral solution;100mg/ml
;0402010ABAAABAB;Tablet;25mg
;0402010ABAAACAC;Tablet;100mg
;0402010ABAAADAD;Tablet;200mg
;0402010ABAAAFAF;Tablet;150mg
;0402010ABAAAKAK;Tablet;300mg
;0402010ABAAAVAV;Modified-release tablet;50mg
;0402010ABAAAWAW;Modified-release tablet;200mg
;0402010ABAAAXAX;Modified-release tablet;300mg
;0402010ABAAAYAY;Modified-release tablet;400mg
;0402010ABAABABA;Modified-release tablet;150mg
;0402010ABAABFBF;Oral suspension;100mg/5ml
;0402010ADAAAAAA;Tablet;10mg
;0402010ADAAABAB;Tablet;15mg
;0402010ADAAACAC;Tablet;30mg
;0402010ADAAADAD;Tablet;5mg
;0402010ADAAAEAE;Orodispersible tablet;10mg
;0402010ADAAAEAE;orodispersible tablets;10mg
;0402010ADAAAFAF;Orodispersible tablet;15mg
;0402010ADAAAFAF;orodispersible tablets;15mg
;0402010ADAAAGAG;Oral solution;1mg/ml
;0402010B0AAAAAA;Tablet;250microgram
;0402010D0AAABAB;Oral solution;25mg/5ml
;0402010D0AAAFAF;Oral solution;100mg/5ml
;0402010D0AAAIAI;Tablet;25mg
;0402010D0AAAJAJ;Tablet;50mg
;0402010D0AAAKAK;Tablet;100mg
;0402010D0AAAVAV;Oral solution;25mg/5ml
;0402010H0AAAAAA;Tablet;3mg
;0402010J0AAAAAA;Capsule;500microgram
;0402010J0AAACAC;Solution for injection;5mg/1ml
;0402010J0AAAGAG;Oral solution;10mg/5ml
;0402010J0AAAIAI;Tablet;500microgram
;0402010J0AAAJAJ;Tablet;1.5mg
;0402010J0AAAKAK;Tablet;5mg
;0402010J0AAALAL;Tablet;10mg
;0402010J0AAAMAM;Tablet;20mg
;0402010J0AABCBC;Oral solution;5mg/5ml
;0402010K0AAAAAA;Tablet;25mg
;0402010L0AAAAAA;Solution for injection;25mg/1ml
;0402010P0AAACAC;Oral solution;10mg/5ml
;0402010P0AAADAD;Tablet;2.5mg
;0402010P0AAAEAE;Tablet;10mg
;0402010R0AAABAB;Tablet;4mg
;0402010S0AAADAD;Oral solution;25mg/5ml
;0402010S0AAAEAE;Tablet;25mg
;0402010S0AAAFAF;Tablet;50mg
;0402010S0AAAIAI;Oral solution;50mg/5ml
;0402010T0AAAAAA;Tablet;2mg
;0402010T0AAABAB;Tablet;10mg
;0402010T0AAACAC;Tablet;25mg
;0402010U0AAAEAE;Oral solution;200mg/5ml
;0402010U0AAAHAH;Tablet;200mg
;0402010U0AAAQAQ;Tablet;400mg
;0402010X0AAAFAF;Oral solution;1mg/5ml
;0402010X0AAAHAH;Tablet;1mg
;0402010X0AAAIAI;Tablet;5mg
;0402010X0AAAKAK;Oral solution;5mg/5ml
;0402020G0AAAAAA;Solution for injection;20mg/1ml
;0402020G0AAABAB;Solution for injection;100mg/1ml
;0402020G0AAACAC;Solution for injection;40mg/2ml
;0402020G0AAAHAH;Solution for injection;50mg/0.5ml
;0402020G0AAAIAI;Solution for injection;200mg/1ml
;0402020L0AAACAC;Solution for injection;25mg/1ml
;0402020L0AAAFAF;Solution for injection;100mg/1ml
;0402020Z0AAAAAA;Solution for injection;200mg/1ml
;0402020Z0AAABAB;Solution for injection;500mg/1ml
;0402030K0AAACAC;Tablet;250mg
