AMP_NM;BNF_CODE;PRESENTATION;STRENGTH;DATE_FROM;DATE_TO;VERSION
;;PATCH;21MG/24HR;2018-11-09;2018-11-09;1
;;PATCH;25MG;2018-11-09;2018-11-09;1
;;PATCH;7MG/24HR;2018-11-09;2018-11-09;1
;;PESSARIES;110MM;2018-11-09;2018-11-09;1
;;PESSARIES;50-80MM;2018-11-09;2018-11-09;1
;;PESSARIES;7.5MM THK;2018-11-09;2018-11-09;1
;;PESSARIES;85-100MM;2018-11-09;2018-11-09;1
;;PESSARY;;2018-11-09;2018-11-09;1
;;PESSARY;100mm diameter;2018-11-09;2018-11-09;1
;;PESSARY;50MM;2018-11-09;2018-11-09;1
;;PESSARY;50mm diameter;2018-11-09;2018-11-09;1
;;PESSARY;53mm diameter;2018-11-09;2018-11-09;1
;;PESSARY;56mm diameter;2018-11-09;2018-11-09;1
;;PESSARY;59mm diameter;2018-11-09;2018-11-09;1
;;PESSARY;62mm diameter;2018-11-09;2018-11-09;1
;;PESSARY;65mm diameter;2018-11-09;2018-11-09;1
;;PESSARY;68mm diameter;2018-11-09;2018-11-09;1
;;PESSARY;71mm diameter;2018-11-09;2018-11-09;1
;;PESSARY;74mm diameter;2018-11-09;2018-11-09;1
;;PESSARY;77mm diameter;2018-11-09;2018-11-09;1
;;PESSARY;80mm diameter;2018-11-09;2018-11-09;1
;;PESSARY;85MM;2018-11-09;2018-11-09;1
;;PESSARY;85mm diameter;2018-11-09;2018-11-09;1
;;PESSARY;90mm diameter;2018-11-09;2018-11-09;1
;;PESSARY;95mm diameter;2018-11-09;2018-11-09;1
;;PESSARY + CREAM;10G;2018-11-09;2018-11-09;1
;;PLASTER;19X12.5CM;2018-11-09;2018-11-09;1
;;PLASTER;28X17.5CM;2018-11-09;2018-11-09;1
;;PLASTIC;;2018-11-09;2018-11-09;1
;;PLASTIC;CIRCULAR;2018-11-09;2018-11-09;1
;;POWDER;;2018-11-09;2018-11-09;1
;;PUMP;60ML;2018-11-09;2018-11-09;1
;;Pessary;500mg;2018-11-09;2018-11-09;1
;;Platon Medical Ltd;7244;2018-11-09;2018-11-09;1
;;Powder;;2018-11-09;2018-11-09;1
;;Powder;1.5g;2018-11-09;2018-11-09;1
;;Powder;1g;2018-11-09;2018-11-09;1
;;Powder;250mg;2018-11-09;2018-11-09;1
;;Powder;57G;2018-11-09;2018-11-09;1
;;Powder and solvent for solution for injection;120mg;2018-11-09;2018-11-09;1
;;Powder and solvent for solution for injection;4mg;2018-11-09;2018-11-09;1
;;Powder and solvent for solution for injection;80mg;2018-11-09;2018-11-09;1
;;Powder and solvent for suspension for injection;10mg;2018-11-09;2018-11-09;1
;;Powder and solvent for suspension for injection;11.25mg;2018-11-09;2018-11-09;1
;;Powder and solvent for suspension for injection;20mg;2018-11-09;2018-11-09;1
;;Powder and solvent for suspension for injection;22.5mg;2018-11-09;2018-11-09;1
;;Powder and solvent for suspension for injection;25mg;2018-11-09;2018-11-09;1
;;Powder and solvent for suspension for injection;30mg;2018-11-09;2018-11-09;1
;;Powder and solvent for suspension for injection;37.5mg;2018-11-09;2018-11-09;1
;;Powder and solvent for suspension for injection;3mg;2018-11-09;2018-11-09;1
;;Powder and solvent for suspension for injection;50mg;2018-11-09;2018-11-09;1
;;Powder for nebuliser solution;1million unit;2018-11-09;2018-11-09;1
;;Powder for solution for injection;1million unit;2018-11-09;2018-11-09;1
;;Powder for solution for injection;2million unit;2018-11-09;2018-11-09;1
;;Pressurised inhalation;200microgram/dose;2018-11-09;2018-11-09;1
;;Pressurised inhalation;200microgram/dose /  6microgram/dose;2018-11-09;2018-11-09;1
;;Pressurised inhalation;250microgram/dose;2018-11-09;2018-11-09;1
;;Pressurised inhalation;5mg/dose;2018-11-09;2018-11-09;1
;;RINGS;PCK OF 4;2018-11-09;2018-11-09;1
;;ROLLS;4 ROLLS;2018-11-09;2018-11-09;1
;;Roche Diagnostics Ltd;;2018-11-09;2018-11-09;1
;;SACHETS;57G;2018-11-09;2018-11-09;1
;;SLING;;2018-11-09;2018-11-09;1
;;SOLUTION;;2018-11-09;2018-11-09;1
;;SPIRIT;;2018-11-09;2018-11-09;1
;;SPRAY DRIED POWDER;;2018-11-09;2018-11-09;1
;;STOCKINETTE;1.5CM;2018-11-09;2018-11-09;1
;;STOCKINETTE;10CMX6M;2018-11-09;2018-11-09;1
;;STOCKINETTE;2.5CMX1M;2018-11-09;2018-11-09;1
;;STOCKINETTE;2.6-2.8CM;2018-11-09;2018-11-09;1
;;STOCKINETTE;3.6CM;2018-11-09;2018-11-09;1
;;STOCKINETTE;5CMX1M;2018-11-09;2018-11-09;1
;;STOCKINETTE;6.7CM;2018-11-09;2018-11-09;1
;;STOCKINETTE;7.5CMX1M;2018-11-09;2018-11-09;1
;;STOCKINETTE;7.7CM;2018-11-09;2018-11-09;1
;;STOCKINETTE;9.8CM;2018-11-09;2018-11-09;1
;;STOCKING;;2018-11-09;2018-11-09;1
;;STOCKING;STOCK SIZ;2018-11-09;2018-11-09;1
;;STOCKING;STOCKSIZ;2018-11-09;2018-11-09;1
;;SUPPLEMENT;6.5G;2018-11-09;2018-11-09;1
;;SUSPENSION;500MG/5ML;2018-11-09;2018-11-09;1
;;SWAB;10CM SQ;2018-11-09;2018-11-09;1
;;SWAB;10CMX10CM;2018-11-09;2018-11-09;1
;;SWAB;7.5CM SQ;2018-11-09;2018-11-09;1
;;SWAB;7.5X7.5CM;2018-11-09;2018-11-09;1
;;SWAB 12PLY;10CM SQ;2018-11-09;2018-11-09;1
;;SYRINGE;;2018-11-09;2018-11-09;1
;;SYRINGE;0.3ML;2018-11-09;2018-11-09;1
;;SYRINGE;0.5ML;2018-11-09;2018-11-09;1
;;SYRINGE;1.0ML;2018-11-09;2018-11-09;1
;;SYRINGE;100ML;2018-11-09;2018-11-09;1
;;SYRINGE;U100 /1ML;2018-11-09;2018-11-09;1
;;SYRINGE;U100/.5ML;2018-11-09;2018-11-09;1
;;SYRUP;;2018-11-09;2018-11-09;1
;;Shampoo;0;2018-11-09;2018-11-09;1
;;Shampoo;2%;2018-11-09;2018-11-09;1
;;Shampoo;2.00%;2018-11-09;2018-11-09;1
;;Shampoo;4%;2018-11-09;2018-11-09;1
;;Shampoo;4.00%;2018-11-09;2018-11-09;1
;;Soluble tablet;2mg;2018-11-09;2018-11-09;1
;;Soluble tablet;4mg;2018-11-09;2018-11-09;1
;;Soluble tablet;8mg;2018-11-09;2018-11-09;1
;;Solution for injection;0.75mg/0.5ml;2018-11-09;2018-11-09;1
;;Solution for injection;0unit/;2018-11-09;2018-11-09;1
;;Solution for injection;1.5mg/0.5ml;2018-11-09;2018-11-09;1
;;Solution for injection;10000unit/1ml;2018-11-09;2018-11-09;1
;;Solution for injection;100microgram/0.5ml;2018-11-09;2018-11-09;1
;;Solution for injection;100microgram/1ml;2018-11-09;2018-11-09;1
;;Solution for injection;100unit/;2018-11-09;2018-11-09;1
;;Solution for injection;100unit/ml;2018-11-09;2018-11-09;1
;;Solution for injection;100unit/ml / 3.6mg/ml;2018-11-09;2018-11-09;1
;;Solution for injection;10mg/0.2ml;2018-11-09;2018-11-09;1
;;Solution for injection;10mg/0.4ml;2018-11-09;2018-11-09;1
;;Solution for injection;10mg/1.5ml;2018-11-09;2018-11-09;1
;;Solution for injection;10mg/2ml;2018-11-09;2018-11-09;1
;;Solution for injection;10microgram/0.4ml;2018-11-09;2018-11-09;1
;;Solution for injection;12.5mg/0.25ml;2018-11-09;2018-11-09;1
;;Solution for injection;12.5mg/0.5ml;2018-11-09;2018-11-09;1
;;Solution for injection;12000unit/0.6ml;2018-11-09;2018-11-09;1
;;Solution for injection;120mg/0.5ml;2018-11-09;2018-11-09;1
;;Solution for injection;12500unit/0.5ml;2018-11-09;2018-11-09;1
;;Solution for injection;12mg/1.5ml;2018-11-09;2018-11-09;1
;;Solution for injection;14.70%;2018-11-09;2018-11-09;1
;;Solution for injection;150microgram/0.15ml (1 in 1000);2018-11-09;2018-11-09;1
;;Solution for injection;150microgram/0.3ml;2018-11-09;2018-11-09;1
;;Solution for injection;150microgram/0.3ml (1 in 2000);2018-11-09;2018-11-09;1
;;Solution for injection;15mg/0.3ml;2018-11-09;2018-11-09;1
;;Solution for injection;15mg/0.6ml;2018-11-09;2018-11-09;1
;;Solution for injection;17.5mg/0.35ml;2018-11-09;2018-11-09;1
;;Solution for injection;18000unit/0.72ml;2018-11-09;2018-11-09;1
;;Solution for injection;200unit/;2018-11-09;2018-11-09;1
;;Solution for injection;200unit/ml;2018-11-09;2018-11-09;1
;;Solution for injection;20mg/0.4ml;2018-11-09;2018-11-09;1
;;Solution for injection;20mg/0.8ml;2018-11-09;2018-11-09;1
;;Solution for injection;20mg/2.5ml;2018-11-09;2018-11-09;1
;;Solution for injection;20microgram/0.5ml;2018-11-09;2018-11-09;1
;;Solution for injection;22.5mg/0.45ml;2018-11-09;2018-11-09;1
;;Solution for injection;22.5mg/0.9ml;2018-11-09;2018-11-09;1
;;Solution for injection;2500unit/0.25ml;2018-11-09;2018-11-09;1
;;Solution for injection;25mg/0.5ml;2018-11-09;2018-11-09;1
;;Solution for injection;25mg/1ml;2018-11-09;2018-11-09;1
;;Solution for injection;25microgram/0.5ml;2018-11-09;2018-11-09;1
;;Solution for injection;27.5mg/0.55ml;2018-11-09;2018-11-09;1
;;Solution for injection;30%;2018-11-09;2018-11-09;1
;;Solution for injection;300000unit/1ml;2018-11-09;2018-11-09;1
;;Solution for injection;300mg/10ml;2018-11-09;2018-11-09;1
;;Solution for injection;300unit/;2018-11-09;2018-11-09;1
;;Solution for injection;30mg/0.6ml;2018-11-09;2018-11-09;1
;;Solution for injection;30mg/10ml;2018-11-09;2018-11-09;1
;;Solution for injection;30mg/3ml;2018-11-09;2018-11-09;1
;;Solution for injection;30microgram/0.3ml;2018-11-09;2018-11-09;1
;;Solution for injection;3500unit/0.35ml;2018-11-09;2018-11-09;1
;;Solution for injection;3mg/10ml;2018-11-09;2018-11-09;1
;;Solution for injection;400microgram/1ml;2018-11-09;2018-11-09;1
;;Solution for injection;40microgram/0.4ml;2018-11-09;2018-11-09;1
;;Solution for injection;4500unit/0.45ml;2018-11-09;2018-11-09;1
;;Solution for injection;50mg/2ml;2018-11-09;2018-11-09;1
;;Solution for injection;50microgram/0.5ml;2018-11-09;2018-11-09;1
;;Solution for injection;50microgram/1ml;2018-11-09;2018-11-09;1
;;Solution for injection;5mg/1.5ml;2018-11-09;2018-11-09;1
;;Solution for injection;5mg/1ml;2018-11-09;2018-11-09;1
;;Solution for injection;6.6mg/2ml;2018-11-09;2018-11-09;1
;;Solution for injection;60mg/0.5ml;2018-11-09;2018-11-09;1
;;Solution for injection;60mg/1ml;2018-11-09;2018-11-09;1
;;Solution for injection;60microgram/0.3ml;2018-11-09;2018-11-09;1
;;Solution for injection;6mg/1.03ml;2018-11-09;2018-11-09;1
;;Solution for injection;7.5mg/0.15ml;2018-11-09;2018-11-09;1
;;Solution for injection;7.5mg/0.3ml;2018-11-09;2018-11-09;1
;;Solution for injection;80microgram/0.4ml;2018-11-09;2018-11-09;1
;;Solution for injection;8mg/4ml;2018-11-09;2018-11-09;1
;;Solution for injection;90mg/0.5ml;2018-11-09;2018-11-09;1
;;Spray;0;2018-11-09;2018-11-09;1
;;Spray;1.14%;2018-11-09;2018-11-09;1
;;Spray;10mg/0.1ml;2018-11-09;2018-11-09;1
;;Spray;20%;2018-11-09;2018-11-09;1
;;Spray;20.00%;2018-11-09;2018-11-09;1
;;Spray;20mg/0.1ml;2018-11-09;2018-11-09;1
;;Spray;5%;2018-11-09;2018-11-09;1
;;Spray;5.00%;2018-11-09;2018-11-09;1
;;Spray;50microgram/dose;2018-11-09;2018-11-09;1
;;Spray;50microgram/dose /  137microgram/dose;2018-11-09;2018-11-09;1
;;Spray;5mg/0.1ml;2018-11-09;2018-11-09;1
;;Stick;1;2018-11-09;2018-11-09;1
;;Stick;95%;2018-11-09;2018-11-09;1
;;Stick;95.00%;2018-11-09;2018-11-09;1
;;Stoma caps;CCB120,Cut to fit 20mm,Beige;2018-11-09;2018-11-09;1
;;Sublingual tablet;400microgram;2018-11-09;2018-11-09;1
;;Suppository;10mg;2018-11-09;2018-11-09;1
;;Suppository;250mg;2018-11-09;2018-11-09;1
;;Suppository;500mg;2018-11-09;2018-11-09;1
;;Suspension for injection;;2018-11-09;2018-11-09;1
;;Suspension for injection;100mg/1ml;2018-11-09;2018-11-09;1
;;Suspension for injection;100unit/;2018-11-09;2018-11-09;1
;;Suspension for injection;100unit/ml;2018-11-09;2018-11-09;1
;;Suspension for injection;150mg/1.5ml;2018-11-09;2018-11-09;1
;;Suspension for injection;50mg/0.5ml;2018-11-09;2018-11-09;1
;;Suspension for injection;75mg/0.75ml;2018-11-09;2018-11-09;1
;;Syringe;0.3ml with not less than 12mm needle 0.33mm/29gauge;2018-11-09;2018-11-09;1
;;TABLET;;2018-11-09;2018-11-09;1
;;TABLET;10MG;2018-11-09;2018-11-09;1
;;TABLET;1G;2018-11-09;2018-11-09;1
;;TABLET;300MG;2018-11-09;2018-11-09;1
;;TABLET;500mg;2018-11-09;2018-11-09;1
;;TABLETS;;2018-11-09;2018-11-09;1
;;TABLETS;0.5MG/1MG;2018-11-09;2018-11-09;1
;;TABLETS;1.5MG;2018-11-09;2018-11-09;1
;;TABLETS;2MG;2018-11-09;2018-11-09;1
;;TABLETS;600MG;2018-11-09;2018-11-09;1
;;TABLETS;75MG;2018-11-09;2018-11-09;1
;;TAPE;1.25CMX5M;2018-11-09;2018-11-09;1
;;TAPE;2.5CM X3M;2018-11-09;2018-11-09;1
;;TAPE;2.5CMX4.5;2018-11-09;2018-11-09;1
;;TAPE;2.5CMX5M;2018-11-09;2018-11-09;1
;;TAPE;5CMX5M;2018-11-09;2018-11-09;1
;;TAPE;7.5CMX5M;2018-11-09;2018-11-09;1
;;TINCTURE;;2018-11-09;2018-11-09;1
;;TRUSS;;2018-11-09;2018-11-09;1
;;TRUSS;DBLE EXT;2018-11-09;2018-11-09;1
;;TRUSS;DOUBLE;2018-11-09;2018-11-09;1
;;TRUSS;EXTRA;2018-11-09;2018-11-09;1
;;TRUSS;SINGLE;2018-11-09;2018-11-09;1
;;TRUSS;SNGLE EXT;2018-11-09;2018-11-09;1
;;TUBING;NO D FEE;2018-11-09;2018-11-09;1
;;Tablet;1000unit;2018-11-09;2018-11-09;1
;;Tablet;100mg;2018-11-09;2018-11-09;1
;;Tablet;10mg;2018-11-09;2018-11-09;1
;;Tablet;10mg /  2.5mg;2018-11-09;2018-11-09;1
;;Tablet;12.5mg;2018-11-09;2018-11-09;1
;;Tablet;12.5mg /  1g;2018-11-09;2018-11-09;1
;;Tablet;12.5mg /  850mg;2018-11-09;2018-11-09;1
;;Tablet;12.8mg/500mg;2018-11-09;2018-11-09;1
;;Tablet;12mg;2018-11-09;2018-11-09;1
;;Tablet;135mg;2018-11-09;2018-11-09;1
;;Tablet;145mg /  20mg;2018-11-09;2018-11-09;1
;;Tablet;145mg /  40mg;2018-11-09;2018-11-09;1
;;Tablet;15mg;2018-11-09;2018-11-09;1
;;Tablet;1mg;2018-11-09;2018-11-09;1
;;Tablet;1mg /  2mg;2018-11-09;2018-11-09;1
;;Tablet;1mg /  500microgram;2018-11-09;2018-11-09;1
;;Tablet;2.5mg /  1g;2018-11-09;2018-11-09;1
;;Tablet;2.5mg /  850mg;2018-11-09;2018-11-09;1
;;Tablet;200mg;2018-11-09;2018-11-09;1
;;Tablet;20mg;2018-11-09;2018-11-09;1
;;Tablet;20microgram /  1mg;2018-11-09;2018-11-09;1
;;Tablet;20microgram /  3mg;2018-11-09;2018-11-09;1
;;Tablet;20microgram /  75microgram;2018-11-09;2018-11-09;1
;;Tablet;24mg /  26mg;2018-11-09;2018-11-09;1
;;Tablet;25000unit;2018-11-09;2018-11-09;1
;;Tablet;25mg;2018-11-09;2018-11-09;1
;;Tablet;2mg;2018-11-09;2018-11-09;1
;;Tablet;2mg /  125mg;2018-11-09;2018-11-09;1
;;Tablet;2mg /  1mg;2018-11-09;2018-11-09;1
;;Tablet;2mg /  700microgram;2018-11-09;2018-11-09;1
;;Tablet;300mg;2018-11-09;2018-11-09;1
;;Tablet;30mg;2018-11-09;2018-11-09;1
;;Tablet;30microgram /  1.5mg;2018-11-09;2018-11-09;1
;;Tablet;30microgram /  3mg;2018-11-09;2018-11-09;1
;;Tablet;30microgram /  75microgram;2018-11-09;2018-11-09;1
;;Tablet;32.5mg/325mg;2018-11-09;2018-11-09;1
;;Tablet;35microgram /  250microgram;2018-11-09;2018-11-09;1
;;Tablet;35microgram /  500microgram;2018-11-09;2018-11-09;1
;;Tablet;4000unit;2018-11-09;2018-11-09;1
;;Tablet;400mg;2018-11-09;2018-11-09;1
;;Tablet;49mg /  51mg;2018-11-09;2018-11-09;1
;;Tablet;4mg;2018-11-09;2018-11-09;1
;;Tablet;500mg;2018-11-09;2018-11-09;1
;;Tablet;500microgram /  2.5mg;2018-11-09;2018-11-09;1
;;Tablet;50mg;2018-11-09;2018-11-09;1
;;Tablet;5mg;2018-11-09;2018-11-09;1
;;Tablet;5mg /  1g;2018-11-09;2018-11-09;1
;;Tablet;5mg /  850mg;2018-11-09;2018-11-09;1
;;Tablet;6.25mg;2018-11-09;2018-11-09;1
;;Tablet;600mg;2018-11-09;2018-11-09;1
;;Tablet;60mg;2018-11-09;2018-11-09;1
;;Tablet;6mg;2018-11-09;2018-11-09;1
;;Tablet;75mg;2018-11-09;2018-11-09;1
;;Tablet;75mg /  650mg;2018-11-09;2018-11-09;1
;;Tablet;75microgram;2018-11-09;2018-11-09;1
;;Tablet;800mg;2018-11-09;2018-11-09;1
;;Tablet;8mg;2018-11-09;2018-11-09;1
;;Tablet;90mg;2018-11-09;2018-11-09;1
;;Tablet;97mg /  103mg;2018-11-09;2018-11-09;1
;;Transdermal patch;100microgram/24 hours;2018-11-09;2018-11-09;1
;;Transdermal patch;10mg/24 hours;2018-11-09;2018-11-09;1
;;Transdermal patch;14mg/24 hours;2018-11-09;2018-11-09;1
;;Transdermal patch;15mg/24 hours;2018-11-09;2018-11-09;1
;;Transdermal patch;15microgram/hour;2018-11-09;2018-11-09;1
;;Transdermal patch;1mg/24 hours;2018-11-09;2018-11-09;1
;;Transdermal patch;25microgram/24 hours;2018-11-09;2018-11-09;1
;;Transdermal patch;37.5microgram/24 hours;2018-11-09;2018-11-09;1
;;Transdermal patch;3mg/24 hours;2018-11-09;2018-11-09;1
;;Transdermal patch;40microgram/24 hours;2018-11-09;2018-11-09;1
;;Transdermal patch;50microgram/24 hours;2018-11-09;2018-11-09;1
;;Transdermal patch;50microgram/24 hours /  7microgram/24 hours;2018-11-09;2018-11-09;1
;;Transdermal patch;5mg/24 hours;2018-11-09;2018-11-09;1
;;Transdermal patch;7mg/24 hours;2018-11-09;2018-11-09;1
;;Transdermal patch;80microgram/24 hours;2018-11-09;2018-11-09;1
;;Venture Healthcare Ltd;;2018-11-09;2018-11-09;1
;;WAISTBAND;OA2AW;2018-11-09;2018-11-09;1
;;WATER;;2018-11-09;2018-11-09;1
;;WAX;;2018-11-09;2018-11-09;1
;;WOUND MAN DRESS;10CMX10CM;2018-11-09;2018-11-09;1
;;WOUND MAN DRESS;10CMX20CM;2018-11-09;2018-11-09;1
;;WOUND MAN DRESS;10X12.5CM;2018-11-09;2018-11-09;1
;;WOUND MAN DRESS;15X17CM;2018-11-09;2018-11-09;1
;;WOUND MAN DRESS;2.5CMX4CM;2018-11-09;2018-11-09;1
;;WOUND MAN DRESS;20CMX30CM;2018-11-09;2018-11-09;1
;;WOUND MAN DRESS;30CMX30CM;2018-11-09;2018-11-09;1
;;WOUND MAN DRESS;40CMX60CM;2018-11-09;2018-11-09;1
;;WOUND MAN DRESS;4CM X 5CM;2018-11-09;2018-11-09;1
;;WOUND MAN DRESS;500ML;2018-11-09;2018-11-09;1
;;WOUND MAN DRESS;5CM X 6CM;2018-11-09;2018-11-09;1
;;WOUND MAN DRESS;5CMX5CM;2018-11-09;2018-11-09;1
;;WOUND MAN DRESS;6CMX12CM;2018-11-09;2018-11-09;1
;;WOUND MAN DRESS;LV100;2018-11-09;2018-11-09;1
;;WOUND MAN DRESS;LV200;2018-11-09;2018-11-09;1
;;bottle;4 x 125ml bottles;2018-11-09;2018-11-09;1
;;capsules;100mg;2018-11-09;2018-11-09;1
;;cream;2%;2018-11-09;2018-11-09;1
;;crystals;;2018-11-09;2018-11-09;1
;;infusion;0.90%;2018-11-09;2018-11-09;1
;;liquid;;2018-11-09;2018-11-09;1
;;liquid extract;;2018-11-09;2018-11-09;1
;;lozenges;;2018-11-09;2018-11-09;1
;;lyophilisates;1.25mg;2018-11-09;2018-11-09;1
;;modified-release  tablets;2.5mg;2018-11-09;2018-11-09;1
;;ointment;0.30%;2018-11-09;2018-11-09;1
;;oral powder;1g;2018-11-09;2018-11-09;1
;;oral powder;4g;2018-11-09;2018-11-09;1
;;oral solution;2mg/5ml;2018-11-09;2018-11-09;1
;;oral suspension;100mg/5ml;2018-11-09;2018-11-09;1
;;oral suspension;120mg/5ml;2018-11-09;2018-11-09;1
;;oral suspension;20mg/5ml;2018-11-09;2018-11-09;1
;;powder;;2018-11-09;2018-11-09;1
;;pump sublingual spray;400microgram/dose;2018-11-09;2018-11-09;1
;;solution for infusion;500mg/5ml;2018-11-09;2018-11-09;1
;;spray dried powder;;2018-11-09;2018-11-09;1
;;sublimed powder;;2018-11-09;2018-11-09;1
;;syrup;;2018-11-09;2018-11-09;1
;;tablets;20mg;2018-11-09;2018-11-09;1
;;tablets;500mg;2018-11-09;2018-11-09;1
;;tablets;500mg /  400mg;2018-11-09;2018-11-09;1
;;tablets;62mg;2018-11-09;2018-11-09;1
;;tincture;;2018-11-09;2018-11-09;1
;;water concentrated;;2018-11-09;2018-11-09;1
;0101010C0AAAAAA;Capsule;475mg;2018-11-09;2018-11-09;1
;0101010G0AAABAB;Oral suspension;195mg/220mg/5ml;2018-11-09;2018-11-09;1
;0101010G0AAAGAG;Oral suspension;175mg/200mg/5ml;2018-11-09;2018-11-09;1
;0101010J0AAAAAA;Oral suspension;;2018-11-09;2018-11-09;1
;0101010J0AAAHAH;Tablet;;2018-11-09;2018-11-09;1
;0101010P0AAAAAA;Oral suspension;125mg/500mg/5ml;2018-11-09;2018-11-09;1
;0101010Q0AAAAAA;Oral suspension;415mg/5ml;2018-11-09;2018-11-09;1
;0101010Q0AAAGAG;Oral suspension;7.45-8.35%;2018-11-09;2018-11-09;1
;0101010R0AAABAB;Oral suspension;40mg/ml;2018-11-09;2018-11-09;1
;0101010R0AAADAD;Oral drops;42mg/5ml;2018-11-09;2018-11-09;1
;0101010R0AAAHAH;Capsule;125mg;2018-11-09;2018-11-09;1
;0101012B0AAABAB;Oral solution;420mg/5ml (1mmol/ml);2018-11-09;2018-11-09;1
;0101012B0AAAPAP;Powder;;2018-11-09;2018-11-09;1
;0101021B0AAAHAH;Oral suspension;;2018-11-09;2018-11-09;1
;0101021B0AAAJAJ;Powder;225mg/dose /  87.5mg/dose;2018-11-09;2018-11-09;1
;0101021B0AAALAL;Oral suspension;500mg/5ml /  100mg/5ml;2018-11-09;2018-11-09;1
;0101021B0AAAPAP;Chewable tablet;500mg /  100mg;2018-11-09;2018-11-09;1
;0101021B0BEACAH;Oral suspension;;2018-11-09;2018-11-09;1
;0101021B0BEAIAL;Oral suspension;500mg/5ml /  100mg/5ml;2018-11-09;2018-11-09;1
;0101021C0AAAFAF;Chewable tablet;500mg;2018-11-09;2018-11-09;1
;0102000A0AAAAAA;Capsule;60mg;2018-11-09;2018-11-09;1
;0102000A0AAABAB;Capsule;120mg;2018-11-09;2018-11-09;1
;0102000ACAAAGAG;Tablet;600microgram;2018-11-09;2018-11-09;1
;0102000J0AAAAAA;Oral solution;10mg/5ml;2018-11-09;2018-11-09;1
;0102000J0AAABAB;Tablet;10mg;2018-11-09;2018-11-09;1
;0102000J0AAACAC;Tablet;20mg;2018-11-09;2018-11-09;1
;0102000L0AAAAAA;Tablet;2mg;2018-11-09;2018-11-09;1
;0102000L0AAACAC;Tablet;1mg;2018-11-09;2018-11-09;1
;0102000L0AABNBN;Oral solution;1mg/5ml;2018-11-09;2018-11-09;1
;0102000L0AABQBQ;Oral solution;400microgram/ml;2018-11-09;2018-11-09;1
;0102000N0AAAAAA;Solution for injection;20mg/1ml;2018-11-09;2018-11-09;1
;0102000N0AAABAB;Tablet;10mg;2018-11-09;2018-11-09;1
;0102000P0AAAAAA;Oral suspension;50mg/5ml;2018-11-09;2018-11-09;1
;0102000P0AAABAB;Tablet;135mg;2018-11-09;2018-11-09;1
;0102000P0AAADAD;Modified-release capsule;200mg;2018-11-09;2018-11-09;1
;0102000P0BCACAB;Tablet;135mg;2018-11-09;2018-11-09;1
;0102000T0AAAAAA;Gastro-resistant capsule;0.2ml;2018-11-09;2018-11-09;1
;0102000T0AAABAB;LIQUID;;2018-11-09;2018-11-09;1
;0102000T0AAABAB;liquid;;2018-11-09;2018-11-09;1
;0102000T0AAAFAF;Modified-release capsule;0.2ml;2018-11-09;2018-11-09;1
;0102000X0AAAAAA;Effervescent granules;3.5g /  135mg;2018-11-09;2018-11-09;1
;0102000Y0AAAFAF;Tablet;15mg;2018-11-09;2018-11-09;1
;0103010D0AAAAAA;Tablet;200mg;2018-11-09;2018-11-09;1
;0103010D0AAABAB;Tablet;400mg;2018-11-09;2018-11-09;1
;0103010D0AAACAC;Tablet;800mg;2018-11-09;2018-11-09;1
;0103010D0AAADAD;Oral solution;200mg/5ml;2018-11-09;2018-11-09;1
;0103010D0AAALAL;Oral solution;200mg/5ml;2018-11-09;2018-11-09;1
;0103010H0AAAAAA;Tablet;20mg;2018-11-09;2018-11-09;1
;0103010H0AAABAB;Tablet;40mg;2018-11-09;2018-11-09;1
;0103010N0AAAAAA;Capsule;150mg;2018-11-09;2018-11-09;1
;0103010N0AAABAB;Capsule;300mg;2018-11-09;2018-11-09;1
;0103010T0AAAAAA;Tablet;150mg;2018-11-09;2018-11-09;1
;0103010T0AAACAC;Tablet;300mg;2018-11-09;2018-11-09;1
;0103010T0AAADAD;Solution for injection;50mg/2ml;2018-11-09;2018-11-09;1
;0103010T0AAAEAE;Oral solution;75mg/5ml;2018-11-09;2018-11-09;1
;0103010T0AAAPAP;Tablet;75mg;2018-11-09;2018-11-09;1
;0103010T0BBAIAP;Tablet;75mg;2018-11-09;2018-11-09;1
;0103040M0AAAAAA;Tablet;200microgram;2018-11-09;2018-11-09;1
;0103050E0AAAAAA;Gastro-resistant tablet;20mg;2018-11-09;2018-11-09;1
;0103050E0AAABAB;Gastro-resistant tablet;40mg;2018-11-09;2018-11-09;1
;0103050E0AAAEAE;Gastro-resistant granules;10mg;2018-11-09;2018-11-09;1
;0103050E0AAAFAF;Gastro-resistant capsule;20mg;2018-11-09;2018-11-09;1
;0103050E0AAAGAG;Gastro-resistant capsule;40mg;2018-11-09;2018-11-09;1
;0103050L0AAAAAA;Gastro-resistant capsule;30mg;2018-11-09;2018-11-09;1
;0103050L0AAABAB;Gastro-resistant capsule;15mg;2018-11-09;2018-11-09;1
;0103050L0AAAGAG;ORODISPERSIBLE TABLET;15MG;2018-11-09;2018-11-09;1
;0103050L0AAAGAG;orodispersible tablets;15mg;2018-11-09;2018-11-09;1
;0103050L0AAAHAH;ORODISPERSIBLE TABLET;30MG;2018-11-09;2018-11-09;1
;0103050L0AAAHAH;orodispersible tablets;30mg;2018-11-09;2018-11-09;1
;0103050P0AAAAAA;Gastro-resistant capsule;20mg;2018-11-09;2018-11-09;1
;0103050P0AAAEAE;Gastro-resistant capsule;40mg;2018-11-09;2018-11-09;1
